,function.,variable,copy_number,plant_nr
2391,09182 Protein families: genetic information processing,M6_C,9.424651098,M6
2392,09183 Protein families: signaling and cellular processes,M6_C,3.807948126,M6
2393,09191 Unclassified: metabolism,M6_C,5.136983985,M6
2394,Other,M6_C,4.347921498,M6
2395,09101 Carbohydrate metabolism,M7_A,17.06585127,M7
2396,09102 Energy metabolism,M7_A,8.06857491,M7
2397,09103 Lipid metabolism,M7_A,4.560093397,M7
2398,09104 Nucleotide metabolism,M7_A,3.987297749,M7
2399,09105 Amino acid metabolism,M7_A,10.09155427,M7
2400,09106 Metabolism of other amino acids,M7_A,1.520211222,M7
2401,09107 Glycan biosynthesis and metabolism,M7_A,3.286426006,M7
2402,09108 Metabolism of cofactors and vitamins,M7_A,5.325361474,M7
2403,09122 Translation,M7_A,13.90162831,M7
2404,09124 Replication and repair,M7_A,1.242629038,M7
2405,09131 Membrane transport,M7_A,1.731788949,M7
2406,09132 Signal transduction,M7_A,1.304382297,M7
2407,09142 Cell motility,M7_A,2.498768386,M7
2408,09181 Protein families: metabolism,M7_A,2.453260507,M7
2409,09182 Protein families: genetic information processing,M7_A,9.284347604,M7
2410,09183 Protein families: signaling and cellular processes,M7_A,4.120223035,M7
2411,09191 Unclassified: metabolism,M7_A,5.261361554,M7
2412,Other,M7_A,4.296240021,M7
2413,09101 Carbohydrate metabolism,M7_B,17.38291187,M7
2414,09102 Energy metabolism,M7_B,8.15320888,M7
2415,09103 Lipid metabolism,M7_B,4.577847076,M7
2416,09104 Nucleotide metabolism,M7_B,4.04379102,M7
2417,09105 Amino acid metabolism,M7_B,9.995290459,M7
2418,09106 Metabolism of other amino acids,M7_B,1.473069391,M7
2419,09107 Glycan biosynthesis and metabolism,M7_B,3.072624567,M7
2420,09108 Metabolism of cofactors and vitamins,M7_B,5.28331601,M7
2421,09122 Translation,M7_B,14.0732633,M7
2422,09124 Replication and repair,M7_B,1.224108945,M7
2423,09131 Membrane transport,M7_B,1.904934503,M7
2424,09132 Signal transduction,M7_B,1.268719927,M7
2425,09142 Cell motility,M7_B,2.62893247,M7
2426,09181 Protein families: metabolism,M7_B,2.47987968,M7
2427,09182 Protein families: genetic information processing,M7_B,9.349301664,M7
2428,09183 Protein families: signaling and cellular processes,M7_B,3.692049259,M7
2429,09191 Unclassified: metabolism,M7_B,5.16309856,M7
2430,Other,M7_B,4.233652424,M7
2431,09101 Carbohydrate metabolism,M7_C,17.39257661,M7
2432,09102 Energy metabolism,M7_C,8.064183911,M7
2433,09103 Lipid metabolism,M7_C,4.40726141,M7
2434,09104 Nucleotide metabolism,M7_C,4.249956203,M7
2435,09105 Amino acid metabolism,M7_C,10.1233962,M7
2436,09106 Metabolism of other amino acids,M7_C,1.388888125,M7
2437,09107 Glycan biosynthesis and metabolism,M7_C,3.086736513,M7
2438,09108 Metabolism of cofactors and vitamins,M7_C,5.243638356,M7
2439,09122 Translation,M7_C,15.04762612,M7
2440,09124 Replication and repair,M7_C,1.306188093,M7
2441,09131 Membrane transport,M7_C,1.808202657,M7
2442,09132 Signal transduction,M7_C,1.161520206,M7
2443,09142 Cell motility,M7_C,2.256165975,M7
2444,09181 Protein families: metabolism,M7_C,2.484673907,M7
2445,09182 Protein families: genetic information processing,M7_C,9.451382897,M7
2446,09183 Protein families: signaling and cellular processes,M7_C,3.337420875,M7
2447,09191 Unclassified: metabolism,M7_C,4.896151021,M7
2448,Other,M7_C,4.294030918,M7
2449,09101 Carbohydrate metabolism,M8_A,17.82728003,M8
2450,09102 Energy metabolism,M8_A,8.151114202,M8
2451,09103 Lipid metabolism,M8_A,4.722094847,M8
2452,09104 Nucleotide metabolism,M8_A,3.897488707,M8
2453,09105 Amino acid metabolism,M8_A,10.0566233,M8
2454,09106 Metabolism of other amino acids,M8_A,1.547964456,M8
2455,09107 Glycan biosynthesis and metabolism,M8_A,2.85750822,M8
2456,09108 Metabolism of cofactors and vitamins,M8_A,5.300425194,M8
2457,09122 Translation,M8_A,13.2853449,M8
2458,09124 Replication and repair,M8_A,1.222942016,M8
2459,09131 Membrane transport,M8_A,1.968446747,M8
2460,09132 Signal transduction,M8_A,1.299191514,M8
2461,09142 Cell motility,M8_A,2.740899474,M8
2462,09181 Protein families: metabolism,M8_A,2.563396606,M8
2463,09182 Protein families: genetic information processing,M8_A,9.193356716,M8
2464,09183 Protein families: signaling and cellular processes,M8_A,3.658625883,M8
2465,09191 Unclassified: metabolism,M8_A,5.367162806,M8
2466,Other,M8_A,4.34013438,M8
2467,09101 Carbohydrate metabolism,M8_B,17.66105494,M8
2468,09102 Energy metabolism,M8_B,8.134212565,M8
2469,09103 Lipid metabolism,M8_B,4.698584139,M8
2470,09104 Nucleotide metabolism,M8_B,3.958966896,M8
2471,09105 Amino acid metabolism,M8_B,10.14245206,M8
2472,09106 Metabolism of other amino acids,M8_B,1.508583574,M8
2473,09107 Glycan biosynthesis and metabolism,M8_B,2.931895951,M8
2474,09108 Metabolism of cofactors and vitamins,M8_B,5.302137008,M8
2475,09122 Translation,M8_B,13.70063465,M8
2476,09124 Replication and repair,M8_B,1.254063611,M8
2477,09131 Membrane transport,M8_B,1.804719937,M8
2478,09132 Signal transduction,M8_B,1.279675019,M8
2479,09142 Cell motility,M8_B,2.524746265,M8
2480,09181 Protein families: metabolism,M8_B,2.603007061,M8
2481,09182 Protein families: genetic information processing,M8_B,9.199715728,M8
2482,09183 Protein families: signaling and cellular processes,M8_B,3.669725849,M8
2483,09191 Unclassified: metabolism,M8_B,5.337135407,M8
2484,Other,M8_B,4.288689343,M8
2485,09101 Carbohydrate metabolism,M8_C,17.44044403,M8
2486,09102 Energy metabolism,M8_C,8.039018239,M8
2487,09103 Lipid metabolism,M8_C,4.553894732,M8
2488,09104 Nucleotide metabolism,M8_C,4.19962186,M8
2489,09105 Amino acid metabolism,M8_C,10.17428106,M8
2490,09106 Metabolism of other amino acids,M8_C,1.357871999,M8
2491,09107 Glycan biosynthesis and metabolism,M8_C,3.077016514,M8
2492,09108 Metabolism of cofactors and vitamins,M8_C,5.238452928,M8
2493,09122 Translation,M8_C,14.84811723,M8
2494,09124 Replication and repair,M8_C,1.332951688,M8
2495,09131 Membrane transport,M8_C,1.818068747,M8
2496,09132 Signal transduction,M8_C,1.150713839,M8
2497,09142 Cell motility,M8_C,2.268541221,M8
2498,09181 Protein families: metabolism,M8_C,2.567474813,M8
2499,09182 Protein families: genetic information processing,M8_C,9.436357328,M8
2500,09183 Protein families: signaling and cellular processes,M8_C,3.315082411,M8
2501,09191 Unclassified: metabolism,M8_C,4.963463133,M8
2502,Other,M8_C,4.218628226,M8
2503,09101 Carbohydrate metabolism,M9_A,16.80321657,M9
2504,09102 Energy metabolism,M9_A,8.243333263,M9
2505,09103 Lipid metabolism,M9_A,4.419389891,M9
2506,09104 Nucleotide metabolism,M9_A,4.061586401,M9
2507,09105 Amino acid metabolism,M9_A,9.787582132,M9
2508,09106 Metabolism of other amino acids,M9_A,1.473976839,M9
2509,09107 Glycan biosynthesis and metabolism,M9_A,3.526251742,M9
2510,09108 Metabolism of cofactors and vitamins,M9_A,5.28179401,M9
2511,09122 Translation,M9_A,13.59767588,M9
2512,09124 Replication and repair,M9_A,1.129689885,M9
2513,09131 Membrane transport,M9_A,2.154043044,M9
2514,09132 Signal transduction,M9_A,1.260039413,M9
2515,09142 Cell motility,M9_A,2.561786441,M9
2516,09181 Protein families: metabolism,M9_A,2.236521497,M9
2517,09182 Protein families: genetic information processing,M9_A,9.600608511,M9
2518,09183 Protein families: signaling and cellular processes,M9_A,4.370263779,M9
2519,09191 Unclassified: metabolism,M9_A,5.258503582,M9
2520,Other,M9_A,4.233737116,M9
2521,09101 Carbohydrate metabolism,M9_B,16.97985791,M9
2522,09102 Energy metabolism,M9_B,8.260991975,M9
2523,09103 Lipid metabolism,M9_B,4.479147338,M9
2524,09104 Nucleotide metabolism,M9_B,3.987964578,M9
2525,09105 Amino acid metabolism,M9_B,9.823942782,M9
2526,09106 Metabolism of other amino acids,M9_B,1.516854225,M9
2527,09107 Glycan biosynthesis and metabolism,M9_B,3.311211303,M9
2528,09108 Metabolism of cofactors and vitamins,M9_B,5.231811131,M9
2529,09122 Translation,M9_B,13.65919587,M9
2530,09124 Replication and repair,M9_B,1.145611054,M9
2531,09131 Membrane transport,M9_B,2.084535156,M9
2532,09132 Signal transduction,M9_B,1.295863365,M9
2533,09142 Cell motility,M9_B,2.747603156,M9
2534,09181 Protein families: metabolism,M9_B,2.344924931,M9
2535,09182 Protein families: genetic information processing,M9_B,9.46593149,M9
2536,09183 Protein families: signaling and cellular processes,M9_B,4.174202292,M9
2537,09191 Unclassified: metabolism,M9_B,5.219254459,M9
2538,Other,M9_B,4.271096982,M9
2539,09101 Carbohydrate metabolism,M9_C,16.99677481,M9
2540,09102 Energy metabolism,M9_C,8.31523121,M9
2541,09103 Lipid metabolism,M9_C,4.434586282,M9
2542,09104 Nucleotide metabolism,M9_C,4.039943512,M9
2543,09105 Amino acid metabolism,M9_C,9.798780556,M9
2544,09106 Metabolism of other amino acids,M9_C,1.507537902,M9
2545,09107 Glycan biosynthesis and metabolism,M9_C,3.275523455,M9
2546,09108 Metabolism of cofactors and vitamins,M9_C,5.252612108,M9
2547,09122 Translation,M9_C,13.8883494,M9
2548,09124 Replication and repair,M9_C,1.131970475,M9
2549,09131 Membrane transport,M9_C,2.098846034,M9
2550,09132 Signal transduction,M9_C,1.286597531,M9
2551,09142 Cell motility,M9_C,2.806065722,M9
2552,09181 Protein families: metabolism,M9_C,2.32850992,M9
2553,09182 Protein families: genetic information processing,M9_C,9.53517151,M9
2554,09183 Protein families: signaling and cellular processes,M9_C,4.008716683,M9
2555,09191 Unclassified: metabolism,M9_C,5.072668747,M9
2556,Other,M9_C,4.22211414,M9
